question_id,question,question_type,ground_truth_answer,generated_answer,retrieval_time,generation_time,total_time,mrr,ndcg_at_k,rouge_l_precision,rouge_l_recall,rouge_l_f1,rouge1_f1,rouge2_f1,retrieved_chunks
60,Why is Internet important?,inferential,"Estimates of the Internet's electricity usage have been the subject of controversy, according to a 2014 peer-reviewed research paper that found claims differing by a factor of 20,000 published in the literature during the preceding decade, ranging from 0.0064 kilowatt hours per gigabyte transferred (kWh/GB) to 136 kWh/GB. The researchers attributed these discrepancies mainly to the year of reference (i.e. whether efficiency gains over time had been taken into account) and to whether ""end devices such as personal computers and servers are included"" in the analysis.",[4].,0.048329830169677734,1.7865190505981445,1.8348488807678223,1.0,0.9197207891481877,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Internet', 'url': 'https://en.wikipedia.org/wiki/Internet', 'rrf_score': 0.031746031746031744, 'dense_rank': 3, 'sparse_rank': 3}, {'title': 'Computer network', 'url': 'https://en.wikipedia.org/wiki/Computer_network', 'rrf_score': 0.030117753623188408, 'dense_rank': 9, 'sparse_rank': 4}, {'title': 'Internet', 'url': 'https://en.wikipedia.org/wiki/Internet', 'rrf_score': 0.029850746268656716, 'dense_rank': 7, 'sparse_rank': 7}]"
61,How does Self-driving car work?,inferential,"In the final three months of 2017, Cruise (owned by GM) averaged 5,224 mi (8,407 km) per disengagement over 62,689 mi (100,888 km). Reporting companies use varying definitions of what qualifies as a disengagement, and such definitions can change over time. Executives of self-driving car companies have criticized disengagements as a deceptive metric, because it does not consider varying road conditions.",[2] Self-driving car,0.04544782638549805,2.8340320587158203,2.8794798851013184,1.0,1.0,0.75,0.045454545454545456,0.08571428571428572,0.08571428571428572,0.05882352941176471,"[{'title': 'Self-driving car', 'url': 'https://en.wikipedia.org/wiki/Autonomous_vehicle', 'rrf_score': 0.032266458495966696, 'dense_rank': 1, 'sparse_rank': 3}, {'title': 'Self-driving car', 'url': 'https://en.wikipedia.org/wiki/Autonomous_vehicle', 'rrf_score': 0.03149801587301587, 'dense_rank': 3, 'sparse_rank': 4}, {'title': 'Self-driving car', 'url': 'https://en.wikipedia.org/wiki/Autonomous_vehicle', 'rrf_score': 0.031099324975891997, 'dense_rank': 8, 'sparse_rank': 1}]"
62,Why is Mars important?,inferential,"No partially degraded gullies have formed by weathering and no superimposed impact craters have been observed, indicating that these are young features, possibly still active. Other geological features, such as deltas and alluvial fans preserved in craters, are further evidence for warmer, wetter conditions at an interval or intervals in earlier Mars history. Such conditions necessarily require the widespread presence of crater lakes across a large proportion of the surface, for which there is independent mineralogical, sedimentological and geomorphological evidence.","4.5 billion years, Mars formed along with the other planet",0.04458904266357422,3.054641008377075,3.0992300510406494,1.0,1.0,0.18181818181818182,0.025,0.04395604395604396,0.08791208791208792,0.0,"[{'title': 'Mars', 'url': 'https://en.wikipedia.org/wiki/Mars', 'rrf_score': 0.03177805800756621, 'dense_rank': 5, 'sparse_rank': 1}, {'title': 'Mars', 'url': 'https://en.wikipedia.org/wiki/Mars', 'rrf_score': 0.031099324975891997, 'dense_rank': 1, 'sparse_rank': 8}, {'title': 'Mars', 'url': 'https://en.wikipedia.org/wiki/Mars', 'rrf_score': 0.030621785881252923, 'dense_rank': 2, 'sparse_rank': 9}]"
63,Why did Socialism happen?,inferential,"The socialist political movement includes political philosophies that originated in the revolutionary movements of the mid-to-late 18th century and out of concern for the social problems that socialists associated with capitalism. By the late 19th century, after the work of Karl Marx and his collaborator Friedrich Engels, socialism had come to signify anti-capitalism and advocacy for a post-capitalist system based on some form of social ownership of the means of production. By the early 1920s, communism and social democracy had become the two dominant political tendencies within the international socialist movement, with socialism itself becoming the most influential secular movement of the 20th century.",[3],0.04790925979614258,1.9290060997009277,1.9769153594970703,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Socialism', 'url': 'https://en.wikipedia.org/wiki/Socialism', 'rrf_score': 0.0315136476426799, 'dense_rank': 5, 'sparse_rank': 2}, {'title': 'Socialism', 'url': 'https://en.wikipedia.org/wiki/Socialism', 'rrf_score': 0.030679156908665108, 'dense_rank': 1, 'sparse_rank': 10}, {'title': 'Socialism', 'url': 'https://en.wikipedia.org/wiki/Socialism', 'rrf_score': 0.03057889822595705, 'dense_rank': 3, 'sparse_rank': 8}]"
64,Why is Geometry important?,inferential,"Work in the spirit of Riemann was carried out by the Italian school of algebraic geometry in the early 1900s. Contemporary treatment of complex geometry began with the work of Jean-Pierre Serre, who introduced the concept of sheaves to the subject, and illuminated the relations between complex geometry and algebraic geometry. The primary objects of study in complex geometry are complex manifolds, complex algebraic varieties, and complex analytic varieties, and holomorphic vector bundles and coherent sheaves over these spaces.",[4].,0.04028511047363281,1.7456700801849365,1.7859551906585693,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Geometry', 'url': 'https://en.wikipedia.org/wiki/Geometry', 'rrf_score': 0.03252247488101534, 'dense_rank': 1, 'sparse_rank': 2}, {'title': 'Geometry', 'url': 'https://en.wikipedia.org/wiki/Geometry', 'rrf_score': 0.031746031746031744, 'dense_rank': 3, 'sparse_rank': 3}, {'title': 'Geometry', 'url': 'https://en.wikipedia.org/wiki/Geometry', 'rrf_score': 0.03131881575727918, 'dense_rank': 7, 'sparse_rank': 1}]"
65,How does 1990 Manjil–Rudbar earthquake work?,inferential,"She and other female staff rushed to cover and protect the mother, in active labor, as they pushed the gurney out of the hospital. As they fled down the hospital corridors, pieces of the ceiling and collapsing building were falling behind them. The doctor behind her was hit on the head by masonry, and died with countless others as the building crashed to the ground.",7 JUNE 1990,0.04770803451538086,1.8837170600891113,1.9314250946044922,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': '1990 Manjil–Rudbar earthquake', 'url': 'https://en.wikipedia.org/wiki/1990_Manjil–Rudbar_earthquake', 'rrf_score': 0.03252247488101534, 'dense_rank': 1, 'sparse_rank': 2}, {'title': '1990 Manjil–Rudbar earthquake', 'url': 'https://en.wikipedia.org/wiki/1990_Manjil–Rudbar_earthquake', 'rrf_score': 0.03252247488101534, 'dense_rank': 2, 'sparse_rank': 1}, {'title': '1990 Manjil–Rudbar earthquake', 'url': 'https://en.wikipedia.org/wiki/1990_Manjil–Rudbar_earthquake', 'rrf_score': 0.03149801587301587, 'dense_rank': 4, 'sparse_rank': 3}]"
66,How does Aerospace engineering work?,inferential,"Some key elements, like fluid dynamics, were understood by 18th-century scientists. In December 1903, the Wright Brothers performed the first sustained, controlled flight of a powered, heavier-than-air aircraft, lasting 12 seconds. The 1910s saw the development of aeronautical engineering through the design of World War I military aircraft.",[3],0.042797088623046875,2.1630618572235107,2.2058589458465576,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Aerospace engineering', 'url': 'https://en.wikipedia.org/wiki/Aerospace_engineering', 'rrf_score': 0.03252247488101534, 'dense_rank': 1, 'sparse_rank': 2}, {'title': 'Aerospace engineering', 'url': 'https://en.wikipedia.org/wiki/Aerospace_engineering', 'rrf_score': 0.03252247488101534, 'dense_rank': 2, 'sparse_rank': 1}, {'title': 'Mechanical engineering', 'url': 'https://en.wikipedia.org/wiki/Mechanical_engineering', 'rrf_score': 0.03125, 'dense_rank': 4, 'sparse_rank': 4}]"
67,How does Renewable energy work?,inferential,"Middle eastern nations are also planning on reducing their reliance fossil fuel. Many planned green projects will contribute in 26% of energy supply for the region by 2050 achieving emission reductions equal to 1.1 Gt CO2/year. Massive Renewable Energy Projects in the Middle East: In July 2014, the WWF and the World Resources Institute convened a discussion among a number of major US companies who had declared their intention to increase their use of renewable energy.",sustainable energy.,0.04198098182678223,1.8316757678985596,1.8736567497253418,1.0,1.0,0.5,0.01282051282051282,0.025,0.025,0.0,"[{'title': 'Renewable energy', 'url': 'https://en.wikipedia.org/wiki/Renewable_energy', 'rrf_score': 0.032266458495966696, 'dense_rank': 1, 'sparse_rank': 3}, {'title': 'Renewable energy', 'url': 'https://en.wikipedia.org/wiki/Renewable_energy', 'rrf_score': 0.031754032258064516, 'dense_rank': 2, 'sparse_rank': 4}, {'title': 'Renewable energy', 'url': 'https://en.wikipedia.org/wiki/Renewable_energy', 'rrf_score': 0.030158730158730156, 'dense_rank': 3, 'sparse_rank': 10}]"
68,How is Mitochondrion related to its context?,inferential,"Reducing equivalents from the cytoplasm can be imported via the malate-aspartate shuttle system of antiporter proteins or fed into the electron transport chain using a glycerol phosphate shuttle. The major energy-releasing reactions that make the mitochondrion the ""powerhouse of the cell"" occur at protein complexes I, III and IV in the inner mitochondrial membrane (NADH dehydrogenase (ubiquinone), cytochrome c reductase, and cytochrome c oxidase). At complex IV, O2 reacts with the reduced form of iron in cytochrome c: releasing a lot of free energy from the reactants without breaking bonds of an organic fuel.",organelles that carry out specialized functions,0.06058311462402344,2.497468948364258,2.5580520629882812,1.0,1.0,0.16666666666666666,0.010416666666666666,0.0196078431372549,0.0196078431372549,0.0,"[{'title': 'Mitochondrion', 'url': 'https://en.wikipedia.org/wiki/Mitochondrion', 'rrf_score': 0.032018442622950824, 'dense_rank': 1, 'sparse_rank': 4}, {'title': 'Mitochondrion', 'url': 'https://en.wikipedia.org/wiki/Mitochondrion', 'rrf_score': 0.032018442622950824, 'dense_rank': 4, 'sparse_rank': 1}, {'title': 'Mitochondrion', 'url': 'https://en.wikipedia.org/wiki/Mitochondrion', 'rrf_score': 0.03057889822595705, 'dense_rank': 3, 'sparse_rank': 8}]"
69,How is Filippo Menczer related to its context?,inferential,"As these patterns of polarization and segregation persist, Menczer's team has developed a model that shows how social influence and unfollowing accelerate the emergence of online echo chambers. Menczer and colleagues have advanced the understanding of information virality, and in particular the prediction of what memes will go viral based on the structure of early diffusion networks and how competition for finite attention helps explain virality patterns. In a 2018 paper in Nature Human Behaviour, Menczer and coauthors used a model to show that when agents in a social networks share information under conditions of high information load and/or low attention, the correlation between quality and popularity of information in the system decreases.",[4].,0.05323910713195801,1.7261908054351807,1.7794299125671387,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Filippo Menczer', 'url': 'https://en.wikipedia.org/wiki/Filippo_Menczer', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Filippo Menczer', 'url': 'https://en.wikipedia.org/wiki/Filippo_Menczer', 'rrf_score': 0.031754032258064516, 'dense_rank': 2, 'sparse_rank': 4}, {'title': 'Pietro Arcidiacono', 'url': 'https://en.wikipedia.org/wiki/Pietro_Arcidiacono', 'rrf_score': 0.031746031746031744, 'dense_rank': 3, 'sparse_rank': 3}]"
70,How is Universe related to its context?,inferential,"About 25% of the protons and all the neutrons in the universe, by mass, were converted to helium, with small amounts of deuterium (a form of hydrogen) and traces of lithium. Any other element was only formed in very tiny quantities. The other 75% of the protons remained unaffected, as hydrogen nuclei.: 27–42 After nucleosynthesis ended, the universe entered a period known as the photon epoch.",infinite in extent with a finite age.,0.04761385917663574,2.778510093688965,2.8261239528656006,1.0,1.0,0.42857142857142855,0.04477611940298507,0.08108108108108107,0.08108108108108107,0.0,"[{'title': 'Universe', 'url': 'https://en.wikipedia.org/wiki/Universe', 'rrf_score': 0.03128054740957967, 'dense_rank': 6, 'sparse_rank': 2}, {'title': 'Universe', 'url': 'https://en.wikipedia.org/wiki/Universe', 'rrf_score': 0.030798389007344232, 'dense_rank': 3, 'sparse_rank': 7}, {'title': 'Big Bang', 'url': 'https://en.wikipedia.org/wiki/Big_Bang', 'rrf_score': 0.02877846790890269, 'dense_rank': 10, 'sparse_rank': 9}]"
71,How is Vaccine related to its context?,inferential,"Combination vaccines are expected to reduce the quantities of antigens they contain, and thereby decrease undesirable interactions, by using pathogen-associated molecular patterns. The companies with the highest market share in vaccine production are Merck, Sanofi, GlaxoSmithKline, Pfizer and Novartis, with 70% of vaccine sales concentrated in the EU or US (2013).: 42 Vaccine manufacturing plants require large capital investments ($50 million up to $300 million) and may take between 4 and 6 years to construct, with the full process of vaccine development taking between 10 and 15 years.: 43 Manufacturing in developing countries is playing an increasing role in supplying these countries, specifically with regards to older vaccines and in Brazil, India and China.: 47 The manufacturers in India are the most advanced in the developing world and include the Serum Institute of India, one of the largest producers of vaccines by number of doses and an innovator in processes, recently improving efficiency of producing the measles vaccine by 10 to 20-fold, due to switching to a MRC-5 cell culture instead of chicken eggs.: 48 China's manufacturing capabilities are focused on supplying their own domestic need, with Sinopharm (CNPGC) alone providing over 85% of the doses for 14 different vaccines in China.: 48 Brazil is approaching the point of supplying its own domestic needs using technology transferred from the developed world.: 49 One of the most common methods of delivering vaccines into the human body is injection. The development of new delivery systems raises the hope of vaccines that are safer and more efficient to deliver and administer.",[3].,0.05963492393493652,2.157926082611084,2.2175610065460205,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Vaccine', 'url': 'https://en.wikipedia.org/wiki/Vaccine', 'rrf_score': 0.03036576949620428, 'dense_rank': 9, 'sparse_rank': 3}, {'title': 'Vaccine', 'url': 'https://en.wikipedia.org/wiki/Vaccine', 'rrf_score': 0.03007688828584351, 'dense_rank': 7, 'sparse_rank': 6}, {'title': 'Vaccine', 'url': 'https://en.wikipedia.org/wiki/Vaccine', 'rrf_score': 0.029211087420042643, 'dense_rank': 10, 'sparse_rank': 7}]"
72,How does Art work?,inferential,"Public buildings and monuments, secular and religious, by their nature normally address the whole of society, and visitors as viewers, and display to the general public has long been an important factor in their design. Egyptian temples are typical in that the most largest and most lavish decoration was placed on the parts that could be seen by the general public, rather than the areas seen only by the priests. Many areas of royal palaces, castles and the houses of the social elite were often generally accessible, and large parts of the art collections of such people could often be seen, either by anybody, or by those able to pay a small price, or those wearing the correct clothes, regardless of who they were, as at the Palace of Versailles, where the appropriate extra accessories (silver shoe buckles and a sword) could be hired from shops outside.",Tracey Emin,0.048692941665649414,2.1648240089416504,2.2135169506073,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Art', 'url': 'https://en.wikipedia.org/wiki/Art', 'rrf_score': 0.0315136476426799, 'dense_rank': 5, 'sparse_rank': 2}, {'title': 'Art', 'url': 'https://en.wikipedia.org/wiki/Art', 'rrf_score': 0.03055037313432836, 'dense_rank': 4, 'sparse_rank': 7}, {'title': 'Art', 'url': 'https://en.wikipedia.org/wiki/Art', 'rrf_score': 0.03036576949620428, 'dense_rank': 9, 'sparse_rank': 3}]"
73,Why is Robotics important?,inferential,"Although speech would be the most natural way for the human to communicate, it is unnatural for the robot. It will probably be a long time before robots interact as naturally as the fictional C-3PO, or Data of Star Trek, Next Generation. Even though the current state of robotics cannot meet the standards of these robots from science-fiction, robotic media characters (e.g., Wall-E, R2-D2) can elicit audience sympathies that increase people's willingness to accept actual robots in the future.",mechanical and computer science.,0.0500948429107666,2.038182258605957,2.0882771015167236,1.0,1.0,0.25,0.011764705882352941,0.02247191011235955,0.02247191011235955,0.0,"[{'title': 'Robotics', 'url': 'https://en.wikipedia.org/wiki/Robotics', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Robotics', 'url': 'https://en.wikipedia.org/wiki/Robotics', 'rrf_score': 0.031754032258064516, 'dense_rank': 4, 'sparse_rank': 2}, {'title': 'Robotics', 'url': 'https://en.wikipedia.org/wiki/Robotics', 'rrf_score': 0.031746031746031744, 'dense_rank': 3, 'sparse_rank': 3}]"
74,Why did Biomedical engineering happen?,inferential,"The US model has generally been only to require the practicing engineers offering engineering services that impact the public welfare, safety, safeguarding of life, health, or property to be licensed, while engineers working in private industry without a direct offering of engineering services to the public or other businesses, education, and government need not be licensed. This is notably not the case in many other countries, where a license is as legally necessary to practice engineering as it is for law or medicine. Biomedical engineering is regulated in some countries, such as Australia, but registration is typically only recommended and not required.",[3].,0.044157981872558594,2.2360079288482666,2.280165910720825,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Biomedical engineering', 'url': 'https://en.wikipedia.org/wiki/Biomedical_engineering', 'rrf_score': 0.032266458495966696, 'dense_rank': 1, 'sparse_rank': 3}, {'title': 'Biomedical engineering', 'url': 'https://en.wikipedia.org/wiki/Biomedical_engineering', 'rrf_score': 0.031544957774465976, 'dense_rank': 6, 'sparse_rank': 1}, {'title': 'Biotechnology', 'url': 'https://en.wikipedia.org/wiki/Biotechnology', 'rrf_score': 0.031054405392392875, 'dense_rank': 2, 'sparse_rank': 7}]"
75,Why did 17th Armored Engineer Battalion happen?,inferential,"The 17th Armored Engineer Battalion was a part of the 2nd Armored Division ""Hell on Wheels"". During World War II, they were active in North African Campaign, and Western Europe Campaign. 17th Armored Engineer Battalion was founded on 1 October 1933 as part of the US Army.",[4].,0.060461997985839844,1.7483770847320557,1.8088390827178955,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': '17th Armored Engineer Battalion', 'url': 'https://en.wikipedia.org/wiki/17th_Armored_Engineer_Battalion', 'rrf_score': 0.03252247488101534, 'dense_rank': 1, 'sparse_rank': 2}, {'title': '17th Armored Engineer Battalion', 'url': 'https://en.wikipedia.org/wiki/17th_Armored_Engineer_Battalion', 'rrf_score': 0.03252247488101534, 'dense_rank': 2, 'sparse_rank': 1}, {'title': '17th Armored Engineer Battalion', 'url': 'https://en.wikipedia.org/wiki/17th_Armored_Engineer_Battalion', 'rrf_score': 0.03149801587301587, 'dense_rank': 4, 'sparse_rank': 3}]"
76,How does Galileo Galilei work?,inferential,"The Letters on Sunspots also reported his 1610 telescopic observations of the full set of phases of Venus, and his discovery of the puzzling ""appendages"" of Saturn and their even more puzzling subsequent disappearance. In 1615, Galileo prepared a manuscript known as the ""Letter to the Grand Duchess Christina"" which was not published in printed form until 1636. This letter was a revised version of the Letter to Castelli, which was denounced to the Inquisition by Niccolò Lorini (as discussed previously).",Dialogue Concerning the Two Chief World Systems,0.05283784866333008,2.9117472171783447,2.964585065841675,1.0,1.0,0.14285714285714285,0.012345679012345678,0.022727272727272728,0.022727272727272728,0.0,"[{'title': 'Galileo Galilei', 'url': 'https://en.wikipedia.org/wiki/Galileo_Galilei', 'rrf_score': 0.032266458495966696, 'dense_rank': 1, 'sparse_rank': 3}, {'title': 'Galileo Galilei', 'url': 'https://en.wikipedia.org/wiki/Galileo_Galilei', 'rrf_score': 0.030621785881252923, 'dense_rank': 9, 'sparse_rank': 2}, {'title': 'Galileo Galilei', 'url': 'https://en.wikipedia.org/wiki/Galileo_Galilei', 'rrf_score': 0.029910714285714284, 'dense_rank': 10, 'sparse_rank': 4}]"
77,Why did Poetry happen?,inferential,"Narrative poetry may be the oldest type of poetry. Many scholars of Homer have concluded that his Iliad and Odyssey were composed of compilations of shorter narrative poems that related individual episodes. Much narrative poetry—such as Scottish and English ballads, and Baltic and Slavic heroic poems—is performance poetry with roots in a preliterate oral tradition.",[4].,0.04793071746826172,1.7709410190582275,1.8188717365264893,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Poetry', 'url': 'https://en.wikipedia.org/wiki/Poetry', 'rrf_score': 0.031544957774465976, 'dense_rank': 1, 'sparse_rank': 6}, {'title': 'Poetry', 'url': 'https://en.wikipedia.org/wiki/Poetry', 'rrf_score': 0.03149801587301587, 'dense_rank': 4, 'sparse_rank': 3}, {'title': 'Poetry', 'url': 'https://en.wikipedia.org/wiki/Poetry', 'rrf_score': 0.03057889822595705, 'dense_rank': 3, 'sparse_rank': 8}]"
78,Why did Master of the Female Half-Lengths happen?,inferential,"A few portrait paintings have also been attributed to the artist. There is no agreement on the Master's identity and the place and period of their activity. Antwerp, Bruges, Ghent, Mechelen and the French court have been proposed for the location of their workshop.",[4].,0.051095008850097656,1.7629618644714355,1.8140568733215332,1.0,0.9197207891481877,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Master of the Female Half-Lengths', 'url': 'https://en.wikipedia.org/wiki/Master_of_the_Female_Half-Lengths', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Rindr', 'url': 'https://en.wikipedia.org/wiki/Rindr', 'rrf_score': 0.016129032258064516, 'dense_rank': 2, 'sparse_rank': None}, {'title': 'Master of the Female Half-Lengths', 'url': 'https://en.wikipedia.org/wiki/Master_of_the_Female_Half-Lengths', 'rrf_score': 0.016129032258064516, 'dense_rank': None, 'sparse_rank': 2}]"
79,How is Biomedical engineering related to its context?,inferential,"Hospital). The standards are based on the IEC 606101 standards. The standard covers a wide range of medical equipment management elements including, procurement, acceptance testing, maintenance (electrical safety and preventive maintenance testing) and decommissioning.",ABET.,0.05159497261047363,2.024786949157715,2.0763819217681885,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Biomedical engineering', 'url': 'https://en.wikipedia.org/wiki/Biomedical_engineering', 'rrf_score': 0.03252247488101534, 'dense_rank': 1, 'sparse_rank': 2}, {'title': 'Biomedical engineering', 'url': 'https://en.wikipedia.org/wiki/Biomedical_engineering', 'rrf_score': 0.031754032258064516, 'dense_rank': 2, 'sparse_rank': 4}, {'title': 'Biomedical engineering', 'url': 'https://en.wikipedia.org/wiki/Biomedical_engineering', 'rrf_score': 0.031544957774465976, 'dense_rank': 6, 'sparse_rank': 1}]"
80,How is Sculpture related to its context?,inferential,"In the earlier periods, large quantities of sculpture were cut from the living rock in pilgrimage cave-complexes, and as outside rock reliefs. These were mostly originally painted. In notable contrast to literati painters, sculptors of all sorts were regarded as artisans and very few names are recorded.",[3],0.050702810287475586,1.7689101696014404,1.819612979888916,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Sculpture', 'url': 'https://en.wikipedia.org/wiki/Sculpture', 'rrf_score': 0.030536130536130537, 'dense_rank': 6, 'sparse_rank': 5}, {'title': 'Sculpture', 'url': 'https://en.wikipedia.org/wiki/Sculpture', 'rrf_score': 0.029631255487269532, 'dense_rank': 8, 'sparse_rank': 7}, {'title': 'Sculpture', 'url': 'https://en.wikipedia.org/wiki/Sculpture', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}]"
81,"How are Cryptocurrency, Seeds of Yesterday (film), and Solar System related?",multi_hop,"This release from the IRS was a part of efforts to promote better compliance and consider more severe penalties for tax evaders. On 17 February 2022, . They hire a nanny, Toni, to take care of the twins. Bart starts pursuing her, which troubles Cathy since she was hoping Toni would end up with Jory in. They lie in three linked clusters between Jupiter and the main asteroid belt. Trojans are bodies located within another body's gravitationally stable ",[3].,0.07863903045654297,1.9862051010131836,2.0648441314697266,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Cryptocurrency', 'url': 'https://en.wikipedia.org/wiki/Cryptocurrency', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}, {'title': 'Solar System', 'url': 'https://en.wikipedia.org/wiki/Solar_System', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}, {'title': 'Cryptocurrency', 'url': 'https://en.wikipedia.org/wiki/Cryptocurrency', 'rrf_score': 0.016129032258064516, 'dense_rank': 2, 'sparse_rank': None}]"
82,How does Education influence Brain?,multi_hop,"Consensus theorists hold that education benefits society as a whole by preparing people for their roles. Conflict theories have a more negative outloo. Structures in the pallium are associated with perception, learning, and cognition. Beneath the pallium are the two components of the subpallium, the s. The methods GET, HEAD, and POST are defined as cacheable. In contrast, the methods PUT, DELETE, CONNECT, OPTIONS, TRACE, and PATCH are not cacheable. ",[2],0.05157804489135742,1.9935410022735596,2.045119047164917,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Education', 'url': 'https://en.wikipedia.org/wiki/Education', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Education', 'url': 'https://en.wikipedia.org/wiki/Education', 'rrf_score': 0.031754032258064516, 'dense_rank': 4, 'sparse_rank': 2}, {'title': 'Education', 'url': 'https://en.wikipedia.org/wiki/Education', 'rrf_score': 0.030621785881252923, 'dense_rank': 2, 'sparse_rank': 9}]"
83,How does Socialism influence Water?,multi_hop,"Many forms of socialist theory hold that human behaviour is largely shaped by the social environment. In particular, socialism holds that social mores. When sandwiched between layers of graphene, ice forms a square lattice. The details of the chemical nature of liquid water are not well understood; so. The Pathobiological Determinants of Atherosclerosis in Youth (PDAY) study demonstrated that intimal lesions appear in all the aortas and more than hal",Democratic socialism.,0.04926276206970215,2.098979949951172,2.148242712020874,1.0,1.0,0.5,0.014285714285714285,0.02777777777777778,0.02777777777777778,0.0,"[{'title': 'Socialism', 'url': 'https://en.wikipedia.org/wiki/Socialism', 'rrf_score': 0.031024531024531024, 'dense_rank': 3, 'sparse_rank': 6}, {'title': 'Socialism', 'url': 'https://en.wikipedia.org/wiki/Socialism', 'rrf_score': 0.030886196246139225, 'dense_rank': 9, 'sparse_rank': 1}, {'title': 'Socialism', 'url': 'https://en.wikipedia.org/wiki/Socialism', 'rrf_score': 0.029910714285714284, 'dense_rank': 10, 'sparse_rank': 4}]"
84,What connects Timber framing and Mental health?,multi_hop,"Gallery of some named figures and decorations: The collection of elements in half timbering are sometimes given specific names: According to Craven (2. This can help people, including older adults with health challenges, to more effectively cope with the escalation of those feelings if they occur. Spi. Peter Ulrich Weiss (8 November 1916 – 10 May 1982) was a German writer, painter, graphic artist, and experimental filmmaker of adopted Swedish nationa",[2] Timber framing,0.047310829162597656,2.3777341842651367,2.4250450134277344,1.0,1.0,0.3333333333333333,0.014285714285714285,0.0273972602739726,0.0547945205479452,0.0,"[{'title': 'Timber framing', 'url': 'https://en.wikipedia.org/wiki/Timber_framing', 'rrf_score': 0.03128054740957967, 'dense_rank': 2, 'sparse_rank': 6}, {'title': 'Timber framing', 'url': 'https://en.wikipedia.org/wiki/Timber_framing', 'rrf_score': 0.03076923076923077, 'dense_rank': 5, 'sparse_rank': 5}, {'title': 'Timber framing', 'url': 'https://en.wikipedia.org/wiki/Timber_framing', 'rrf_score': 0.030679156908665108, 'dense_rank': 1, 'sparse_rank': 10}]"
85,What connects Blockchain and Cryptocurrency?,multi_hop,"There have been several different efforts to employ blockchains in supply chain management. There are several different efforts to offer domain name s. This allowed the digital currency to be untraceable by a third party. In 1996, the National Security Agency published a paper entitled How to Make a M. In March 2023, the Japanese government unveiled a plan to set up a dedicated highway lane for ACs. In April 2023, JR East announced their challenge to","Cryptocurrency (colloquially crypto) is designed to gradually decrease the production of that currency, placing",0.04494118690490723,4.859908103942871,4.904849290847778,1.0,1.0,0.21428571428571427,0.03896103896103896,0.06593406593406594,0.06593406593406594,0.0,"[{'title': 'Cryptocurrency', 'url': 'https://en.wikipedia.org/wiki/Cryptocurrency', 'rrf_score': 0.03252247488101534, 'dense_rank': 2, 'sparse_rank': 1}, {'title': 'Blockchain', 'url': 'https://en.wikipedia.org/wiki/Blockchain', 'rrf_score': 0.03036576949620428, 'dense_rank': 9, 'sparse_rank': 3}, {'title': 'Cryptocurrency', 'url': 'https://en.wikipedia.org/wiki/Cryptocurrency', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}]"
